,index,CUBE NAME,Cube Type,cardID,addedTmsp,added_to_cube_on,details_released_at,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness,is_creature,is_land,is_pwer,days_until_added_to_cube
74,74,Salt and Pauper cube,Cali Cube Champ,dc6ae489-658b-4c12-b204-f7b58ce84375,1632354596138,2021-09-22 23:49:56.138000+00:00,2020-01-24,Naiad of Hidden Coves,Naiad of Hidden Coves [thb-56],Kieran Yanner,common,['U'],['U'],thb,3,"['u', '2']",Enchantment Creature — Nymph,1198.6999999999932,1.4716263524123723,2043,,2,3,True,False,False,607
75,75,Salt and Pauper cube,Cali Cube Champ,6394b9e1-674e-4eda-ad0b-206cdbb5bf5e,1632354596139,2021-09-22 23:49:56.139000+00:00,2019-11-07,Ninja of the Deep Hours,Ninja of the Deep Hours [mb1-446],Dan Scott,common,['U'],['U'],mb1,4,"['u', '3']",Creature — Human Ninja,1297.3999999998305,8.054687162347111,11182,,2,2,True,False,False,685
76,76,Salt and Pauper cube,Cali Cube Champ,a5f30ecd-d009-4d44-aef4-c926ed55a521,1632354596139,2021-09-22 23:49:56.139000+00:00,2020-01-24,Omen of the Sea,Omen of the Sea [thb-58],Piotr Dura,common,['U'],['U'],thb,2,"['u', '1']",Enchantment,1215.9999999999754,6.132856957630415,8514,,,,False,False,False,607
77,77,Salt and Pauper cube,Cali Cube Champ,77e241f0-4cdc-4e37-b5b1-6f47f385d381,1680890574182,2023-04-07 18:02:54.182000+00:00,2004-01-01,Serum Visions,Serum Visions [pal04-7],Ben Thompson,rare,['U'],['U'],pal04,1,['u'],Sorcery,1453.6000000000358,11.384034690908043,15804,,,,False,False,False,7036
78,78,Salt and Pauper cube,Cali Cube Champ,f252ae53-443c-4a27-b8f0-639a9a2b8598,1632354596139,2021-09-22 23:49:56.139000+00:00,2007-10-12,Pestermite,Pestermite [lrw-78],Christopher Moeller,common,['U'],['U'],lrw,3,"['u', '2']",Creature — Faerie Rogue,1402.7000000006635,10.222148588881046,14191,,2,1,True,False,False,5094
79,79,Salt and Pauper cube,Cali Cube Champ,e3868c3d-4fcd-444b-866f-0f8e50ce7b67,1632354596140,2021-09-22 23:49:56.140000+00:00,2010-07-16,Preordain,Preordain [m11-70],Svetlin Velinov,common,['U'],['U'],m11,1,['u'],Sorcery,1504.7000000035155,22.434558368029045,31145,,,,False,False,False,4086
80,80,Salt and Pauper cube,Cali Cube Champ,4361c600-7a97-46bf-8cc1-f3713d3c28ab,1632354596140,2021-09-22 23:49:56.140000+00:00,1996-10-08,Ray of Command,Ray of Command [mir-86],Andrew Robinson,common,['U'],['U'],mir,4,"['u', '3']",Instant,1244.4999999998834,1.980896950139023,2750,,,,False,False,False,9115
81,81,Salt and Pauper cube,Cali Cube Champ,985bdb0c-ce6c-4506-8163-76f3b2fdf5fb,1632354596140,2021-09-22 23:49:56.140000+00:00,2021-06-18,Lose Focus,Lose Focus [mh2-49],Martina Fackova,common,['U'],['U'],mh2,2,"['u', '1']",Instant,1395.7999999996925,3.951709333986429,5486,,,,False,False,False,96
82,82,Salt and Pauper cube,Cali Cube Champ,9c8ccab7-cc10-4fe8-a302-25d7518f4823,1632354596140,2021-09-22 23:49:56.140000+00:00,2017-11-17,Repeal,Repeal [ima-70],Dan Scott,common,['U'],['U'],ima,1,"['u', 'x']",Instant,1337.9999999999861,8.208836961376111,11396,,,,False,False,False,1405
83,83,Salt and Pauper cube,Cali Cube Champ,d88afc02-522b-4c51-9509-aff54bbb41c8,1632354596140,2021-09-22 23:49:56.140000+00:00,2007-02-02,Shaper Parasite,Shaper Parasite [plc-46],rk post,common,['U'],['U'],plc,3,"['u', 'u', '1']",Creature — Illusion,1160.1000000000288,1.2346390445593765,1714,,2,3,True,False,False,5346
84,84,Salt and Pauper cube,Cali Cube Champ,7b7cf6ee-55a9-4ce0-8653-b2fd6f820753,1632354596141,2021-09-22 23:49:56.141000+00:00,2016-08-26,Skittering Crustacean,Skittering Crustacean [cn2-36],Jason Felix,common,['U'],['U'],cn2,3,"['u', '2']",Creature — Crab,1152.9999999999443,0.97676227795946,1356,,2,3,True,False,False,1853
85,85,Salt and Pauper cube,Cali Cube Champ,f7e0549e-2d23-4ea8-b8d1-ae21af2c9091,1632354596141,2021-09-22 23:49:56.141000+00:00,1999-02-15,Snap,Snap [ulg-43],Mike Raabe,common,['U'],['U'],ulg,2,"['u', '1']",Instant,1292.099999999992,4.822583665883912,6695,,,,False,False,False,8255
86,86,Salt and Pauper cube,Cali Cube Champ,bbeef9ef-487c-400b-bcee-1c0e8ec94b6a,1632354596141,2021-09-22 23:49:56.141000+00:00,2017-07-14,Striped Riverwinder,Striped Riverwinder [hou-48],Craig J Spearing,common,['U'],['U'],hou,7,"['u', '6']",Creature — Serpent,1258.4000000000508,3.1363001166928384,4354,,5,5,True,False,False,1531
87,87,Salt and Pauper cube,Cali Cube Champ,3ff91245-57d8-4020-b260-495c938a515b,1632354596142,2021-09-22 23:49:56.142000+00:00,2018-12-07,Treasure Cruise,Treasure Cruise [uma-79],Cynthia Sheppard,common,['U'],['U'],uma,8,"['u', '7']",Sorcery,1364.3999999998864,18.219209658133202,25293,,,,False,False,False,1020
88,88,Salt and Pauper cube,Cali Cube Champ,2316d281-21a4-460d-9062-f0737249484e,1632354596142,2021-09-22 23:49:56.142000+00:00,2013-07-19,Warden of Evos Isle,Warden of Evos Isle [m14-79],Nils Hamm,uncommon,['U'],['U'],m14,3,"['u', '2']",Creature — Bird Wizard,1144.599999999873,3.8278132338322792,5314,,2,2,True,False,False,2987
89,89,Salt and Pauper cube,Cali Cube Champ,fb971f49-8898-444a-a17c-caeb1696c62a,1632354596142,2021-09-22 23:49:56.142000+00:00,2018-10-05,Watcher in the Mist,Watcher in the Mist [grn-59],Ryan Yee,common,['U'],['U'],grn,5,"['u', 'u', '3']",Creature — Spirit,1206.4000000000347,1.9239911832077565,2671,,3,4,True,False,False,1083
90,90,Salt and Pauper cube,Cali Cube Champ,62d3132f-f897-4a7a-9de4-c6388e83f5ad,1632354596142,2021-09-22 23:49:56.142000+00:00,2019-10-04,Witching Well,Witching Well [eld-74],John Avon,common,['U'],['U'],eld,1,['u'],Artifact,1212.1000000002807,4.909022805526343,6815,,,,False,False,False,719
91,91,Salt and Pauper cube,Cali Cube Champ,446e672f-87aa-4308-98bb-d00548c5bcef,1680894145706,2023-04-07 19:02:25.706000+00:00,2003-05-26,Twisted Abomination,Twisted Abomination [scg-76],Daren Bader,common,['B'],['B'],scg,6,"['b', '5']",Creature — Zombie Mutant,1268.9999999998688,3.055623586359904,4242,,5,3,True,False,False,7256
92,92,Salt and Pauper cube,Cali Cube Champ,1a788fb3-fc21-47b2-b387-ceff438969af,1632354626184,2021-09-22 23:50:26.184000+00:00,2018-12-07,Bloodflow Connoisseur,Bloodflow Connoisseur [uma-86],Slawomir Maniak,common,['B'],['B'],uma,3,"['b', '2']",Creature — Vampire,1196.6999999998918,2.2517395876853037,3126,,1,1,True,False,False,1020
93,93,Salt and Pauper cube,Cali Cube Champ,bdc6a825-43f7-40a4-95f0-335dc538b6cd,1632354626184,2021-09-22 23:50:26.184000+00:00,2017-04-28,Bone Picker,Bone Picker [akh-81],Yeong-Hao Han,uncommon,['B'],['B'],akh,4,"['b', '3']",Creature — Bird,1251.2999999999008,4.017979341045625,5578,,3,2,True,False,False,1608
94,94,Salt and Pauper cube,Cali Cube Champ,d96198a7-dd19-4940-bf8f-23135011fc84,1680894171708,2023-04-07 19:02:51.708000+00:00,2021-07-23,Shambling Ghast,Shambling Ghast [afr-119],Dave Kendall,common,['B'],['B'],afr,1,['b'],Creature — Zombie,1268.3000000001318,3.5108697218100358,4874,,1,1,True,False,False,623
95,95,Salt and Pauper cube,Cali Cube Champ,0a19da90-880e-4eca-8cf7-6d7baf090d53,1632354626185,2021-09-22 23:50:26.185000+00:00,2019-06-14,Carrion Feeder,Carrion Feeder [mh1-81],Svetlin Velinov,uncommon,['B'],['B'],mh1,1,['b'],Creature — Zombie,1281.8999999990808,17.526976214830075,24332,,1,1,True,False,False,831
96,96,Salt and Pauper cube,Cali Cube Champ,a41150b2-44a6-4e80-8b32-afc6ea744fb3,1632354626185,2021-09-22 23:50:26.185000+00:00,2018-04-27,Cast Down,Cast Down [pdom-81],Bastien L. Deharme,uncommon,['B'],['B'],pdom,2,"['b', '1']",Instant,1427.1000000001072,10.397187846656966,14434,,,,False,False,False,1244
97,97,Salt and Pauper cube,Cali Cube Champ,736455f6-c1b3-4a5a-a91f-a0cd3986ed53,1632354626185,2021-09-22 23:50:26.185000+00:00,1997-02-03,Crypt Rats,Crypt Rats [vis-55],Paul Lee,common,['B'],['B'],vis,3,"['b', '2']",Creature — Rat,1277.1999999998966,3.966836183423854,5507,,1,1,True,False,False,8997
98,98,Salt and Pauper cube,Cali Cube Champ,7933987e-7b8c-4d5a-804a-708d6bb6d231,1632354626186,2021-09-22 23:50:26.186000+00:00,2011-09-30,Dead Weight,Dead Weight [isd-96],Randy Gallegos,common,['B'],['B'],isd,1,['b'],Enchantment — Aura,1312.8000000000884,6.6673389710861075,9256,,,,False,False,False,3645
99,99,Salt and Pauper cube,Cali Cube Champ,16dc323d-f30e-4463-bcf7-5d4d0df1fe98,1632354626186,2021-09-22 23:50:26.186000+00:00,2015-05-22,Death Denied,Death Denied [mm2-76],James Paick,common,['B'],['B'],mm2,2,"['b', 'b', 'x']",Instant — Arcane,1255.700000000088,2.597496146255024,3606,,,,False,False,False,2315
100,100,Salt and Pauper cube,Cali Cube Champ,236ead00-d43e-4079-b74d-09be9875fd2d,1632354626186,2021-09-22 23:50:26.186000+00:00,2018-04-27,Deathbloom Thallid,Deathbloom Thallid [dom-84],Mike Burns,common,['B'],['B'],dom,3,"['b', '2']",Creature — Fungus,1152.299999999922,2.5607595119069915,3555,,3,2,True,False,False,1244
101,101,Salt and Pauper cube,Cali Cube Champ,5bcb4398-edd1-41a7-a496-b12bce22ceb6,1632354626186,2021-09-22 23:50:26.186000+00:00,2019-06-14,Defile,Defile [mh1-86],Joe Slucher,common,['B'],['B'],mh1,1,['b'],Instant,1211.2000000000778,2.8229582354890295,3919,,,,False,False,False,831
102,102,Salt and Pauper cube,Cali Cube Champ,16d1f9cb-bc2d-41c5-91ba-664ddf0e74db,1632354626186,2021-09-22 23:50:26.186000+00:00,2019-07-12,Disfigure,Disfigure [pm20-95],Justin Sweet,uncommon,['B'],['B'],pm20,1,['b'],Instant,1295.2999999998908,6.212813161799663,8625,,,,False,False,False,803
103,103,Salt and Pauper cube,Cali Cube Champ,8e2af405-63b2-4774-9ed3-d62f9f4f26e3,1632354626187,2021-09-22 23:50:26.187000+00:00,2022-01-28,Doomed Dissenter,Doomed Dissenter [dbl-373],Campbell White,common,['B'],['B'],dbl,2,"['b', '1']",Creature — Human,1187.6999999999173,4.919827697981646,6830,,1,1,True,False,False,-128
104,104,Salt and Pauper cube,Cali Cube Champ,3190cea3-fbea-464f-999b-4b4473be745e,1632354626187,2021-09-22 23:50:26.187000+00:00,2018-01-19,Dusk Legion Zealot,Dusk Legion Zealot [rix-70],Winona Nelson,common,['B'],['B'],rix,2,"['b', '1']",Creature — Vampire Soldier,1279.1999999997452,5.41901372941668,7523,,1,1,True,False,False,1342
105,105,Salt and Pauper cube,Cali Cube Champ,d73484db-5fd0-4a01-83fd-54748cc21a0f,1632354626187,2021-09-22 23:50:26.187000+00:00,2015-07-17,Eyeblight Massacre,Eyeblight Massacre [ori-96],Igor Kieryluk,uncommon,['B'],['B'],ori,4,"['b', 'b', '2']",Sorcery,1230.0000000001576,1.1719706683186146,1627,,,,False,False,False,2259
106,106,Salt and Pauper cube,Cali Cube Champ,8757d6f1-cc46-48f8-8371-558a5d8df3c3,1632354626187,2021-09-22 23:50:26.187000+00:00,2011-11-18,Faceless Butcher,Faceless Butcher [pd3-3],Daren Bader,common,['B'],['B'],pd3,4,"['b', 'b', '2']",Creature — Nightmare Horror,1202.900000000161,2.415973953005921,3354,,2,3,True,False,False,3596
107,107,Salt and Pauper cube,Cali Cube Champ,e2286f94-4cf9-4462-b5d7-cee7f6910018,1632354626187,2021-09-22 23:50:26.187000+00:00,2011-09-30,Falkenrath Noble,Falkenrath Noble [isd-100],Slawomir Maniak,uncommon,['B'],['B'],isd,4,"['b', '3']",Creature — Vampire Noble,1245.4999999998265,6.749456153746416,9370,,2,2,True,False,False,3645
108,108,Salt and Pauper cube,Cali Cube Champ,7d95a0e0-d609-451b-b045-85990eede219,1632354626188,2021-09-22 23:50:26.188000+00:00,2022-11-18,Feed the Swarm,Feed the Swarm [brc-106],Andrey Kuzinskiy,common,['B'],['B'],brc,2,"['b', '1']",Sorcery,1330.0000000001592,7.472663622088081,10374,,,,False,False,False,-422
109,109,Salt and Pauper cube,Cali Cube Champ,a59f4e5c-fdc7-485f-aadb-2a71b3701dcc,1632354626188,2021-09-22 23:50:26.188000+00:00,2019-06-14,First-Sphere Gargantua,First-Sphere Gargantua [mh1-91],Randy Vargas,common,['B'],['B'],mh1,6,"['b', 'b', '4']",Creature — Phyrexian Horror,1258.7999999999392,3.1384610951838994,4357,,5,4,True,False,False,831
110,110,Salt and Pauper cube,Cali Cube Champ,da3de5c0-acda-4116-b0c5-eceb2c19cb2d,1632354626188,2021-09-22 23:50:26.188000+00:00,2021-04-23,Village Rites,Village Rites [sta-35],Matthew G. Lewis,uncommon,['B'],['B'],sta,1,['b'],Instant,1214.0999999995793,9.780588650540965,13578,,,,False,False,False,152
111,111,Salt and Pauper cube,Cali Cube Champ,9514ce0d-8d61-4cce-b2ad-8f417869d04e,1632354626188,2021-09-22 23:50:26.188000+00:00,2019-06-14,Gluttonous Slug,Gluttonous Slug [mh1-93],Greg Staples,common,['B'],['B'],mh1,2,"['b', '1']",Creature — Slug Horror,1198.4999999999204,1.5321337501620733,2127,,0,3,True,False,False,831
112,112,Salt and Pauper cube,Cali Cube Champ,c92e67ef-d1e9-427f-827b-d07e06126821,1632354626188,2021-09-22 23:50:26.188000+00:00,2001-10-01,Gravedigger,Gravedigger [ody-140],Tony Szczudlo,common,['B'],['B'],ody,4,"['b', '3']",Creature — Zombie,1273.999999999826,6.526155043003472,9060,,2,2,True,False,False,7296
113,113,Salt and Pauper cube,Cali Cube Champ,c60a8cf1-a8c7-4f45-bbd3-188fab2652f9,1632354626189,2021-09-22 23:50:26.189000+00:00,2015-01-23,Gurmag Angler,Gurmag Angler [frf-72],YW Tang,common,['B'],['B'],frf,7,"['b', '6']",Creature — Zombie Fish,1270.7999999998317,9.378646651203665,13020,,5,5,True,False,False,2434
114,114,Salt and Pauper cube,Cali Cube Champ,affc1d27-55f6-46e9-a67c-f15b6832813d,1632354626189,2021-09-22 23:50:26.189000+00:00,2021-06-18,Tragic Fall,Tragic Fall [mh2-104],Bastien L. Deharme,common,['B'],['B'],mh2,2,"['b', '1']",Instant,1340.6000000000931,1.17773327762811,1635,,,,False,False,False,96
115,115,Salt and Pauper cube,Cali Cube Champ,594bbe43-a8aa-42aa-bc49-cb4f3bc05cad,1632354626189,2021-09-22 23:50:26.189000+00:00,2019-05-03,Lazotep Reaver,Lazotep Reaver [war-96],Craig J Spearing,common,['B'],['B'],war,2,"['b', '1']",Creature — Zombie Beast,1226.79999999992,3.7363318110440407,5187,,1,2,True,False,False,873
116,116,Salt and Pauper cube,Cali Cube Champ,0e348e20-f0bd-482f-b7de-475fa05753a4,1632354626189,2021-09-22 23:50:26.189000+00:00,2010-07-31,Liliana's Specter,Liliana's Specter [pdci-52],Jaime Jones,common,['B'],['B'],pdci,3,"['b', 'b', '1']",Creature — Specter,1216.0000000001196,3.1701554463861235,4401,,2,1,True,False,False,4071
117,117,Salt and Pauper cube,Cali Cube Champ,0ae0c536-612d-4916-a8da-5aaaf14218b1,1632354626189,2021-09-22 23:50:26.189000+00:00,2020-01-24,Mire's Grasp,Mire's Grasp [thb-106],Chris Rallis,common,['B'],['B'],thb,2,"['b', '1']",Enchantment — Aura,1347.1999999999032,2.1789866451529254,3025,,,,False,False,False,607
118,118,Salt and Pauper cube,Cali Cube Champ,3e2c5a8f-c03a-40ab-8390-ff6b5b654717,1632354626189,2021-09-22 23:50:26.189000+00:00,2011-09-30,Moan of the Unhallowed,Moan of the Unhallowed [isd-109],Nils Hamm,uncommon,['B'],['B'],isd,4,"['b', 'b', '2']",Sorcery,1217.9000000001142,3.705357786005503,5144,,,,False,False,False,3645
119,119,Salt and Pauper cube,Cali Cube Champ,af3da2c6-29ed-4563-8bae-d1cc05df8897,1632354626190,2021-09-22 23:50:26.190000+00:00,2021-04-23,Lash of Malice,Lash of Malice [stx-74],Slawomir Maniak,common,['B'],['B'],stx,1,['b'],Instant,1264.4000000000767,1.0451932635097172,1451,,,,False,False,False,152
120,120,Salt and Pauper cube,Cali Cube Champ,61f0c6f6-b90d-4eb1-a5db-86e0a3997501,1632354626190,2021-09-22 23:50:26.190000+00:00,2004-06-04,Night's Whisper,Night's Whisper [5dn-55],David Martin,uncommon,['B'],['B'],5dn,2,"['b', '1']",Sorcery,1414.7000000003413,12.54375981444398,17414,,,,False,False,False,6319
121,121,Salt and Pauper cube,Cali Cube Champ,94db72a8-57f7-4f17-9f09-cae90ef50304,1632354626190,2021-09-22 23:50:26.190000+00:00,2019-05-03,Ob Nixilis's Cruelty,Ob Nixilis's Cruelty [war-101],Igor Kieryluk,common,['B'],['B'],war,3,"['b', '2']",Instant,1314.8999999997973,2.974226729863282,4129,,,,False,False,False,873
122,122,Salt and Pauper cube,Cali Cube Champ,90886a02-4c1f-48ea-8563-6d80c97d9f58,1632354626190,2021-09-22 23:50:26.190000+00:00,1995-04-01,Pestilence,Pestilence [4ed-152],Jesper Myrfors,common,['B'],['B'],4ed,4,"['b', 'b', '2']",Enchantment,1299.6999999998898,4.171408813910939,5791,,,,False,False,False,9671
123,123,Salt and Pauper cube,Cali Cube Champ,c6e3c258-5d30-490f-9127-83d93d276345,1632354626190,2021-09-22 23:50:26.190000+00:00,2018-03-16,Phyrexian Ghoul,Phyrexian Ghoul [a25-100],Pete Venters,common,['B'],['B'],a25,3,"['b', '2']",Creature — Phyrexian Zombie,1127.9999999998934,1.8375520435653263,2551,,2,2,True,False,False,1286
124,124,Salt and Pauper cube,Cali Cube Champ,b8253166-0bf4-4d50-bea3-516a9f60b039,1632354626191,2021-09-22 23:50:26.191000+00:00,2017-11-17,Phyrexian Rager,Phyrexian Rager [ima-102],Stephan Martiniere,common,['B'],['B'],ima,3,"['b', '2']",Creature — Phyrexian Horror,1311.799999999773,7.804013657384064,10834,,2,2,True,False,False,1405
125,125,Salt and Pauper cube,Cali Cube Champ,8c5da403-d791-4ad4-a949-e8a56459cac1,1680894209686,2023-04-07 19:03:29.686000+00:00,2022-06-10,Mold Folk,Mold Folk [clb-133],Piotr Foksowicz,common,['B'],['B'],clb,2,"['b', '1']",Creature — Fungus Warrior,1228.7000000000098,0.6727846368835809,934,,1,1,True,False,False,301
126,126,Salt and Pauper cube,Cali Cube Champ,7fd4c782-bd7f-495e-8a4d-ea7c9ac1f58b,1632354626191,2021-09-22 23:50:26.191000+00:00,1998-06-24,Predatory Nightstalker,Predatory Nightstalker [p02-82],D. Alexander Gregory,uncommon,['B'],['B'],p02,5,"['b', 'b', '3']",Creature — Nightstalker,1235.8000000000065,0.5964300635327676,828,,3,2,True,False,False,8491
127,127,Salt and Pauper cube,Cali Cube Champ,333406d5-abcc-4629-a33b-395d0662ba1b,1632354626191,2021-09-22 23:50:26.191000+00:00,2019-06-14,Putrid Goblin,Putrid Goblin [mh1-101],Winona Nelson,common,['B'],['B'],mh1,2,"['b', '1']",Creature — Zombie Goblin,1285.1999999999484,3.8876003054182933,5397,,2,2,True,False,False,831
128,128,Salt and Pauper cube,Cali Cube Champ,b547513d-8b69-41cd-84c9-4b08b6426f1d,1632354626191,2021-09-22 23:50:26.191000+00:00,2019-06-14,Ransack the Lab,Ransack the Lab [mh1-103],Chris Seaman,common,['B'],['B'],mh1,2,"['b', '1']",Sorcery,1228.200000000015,5.5357065679339605,7685,,,,False,False,False,831
129,129,Salt and Pauper cube,Cali Cube Champ,dbbdbf1a-2d15-4291-aa19-614f854d8cb3,1632354626191,2021-09-22 23:50:26.191000+00:00,2013-09-27,Read the Bones,Read the Bones [ths-101],Lars Grant-West,common,['B'],['B'],ths,3,"['b', '2']",Sorcery,1253.2999999996832,9.22089522135623,12801,,,,False,False,False,2917
130,130,Salt and Pauper cube,Cali Cube Champ,ca8a5c90-7581-47fa-b941-0709a9e2a756,1632354626192,2021-09-22 23:50:26.192000+00:00,2015-01-17,Ruthless Ripper,Ruthless Ripper [ugin-88],Clint Cearley,uncommon,['B'],['B'],ugin,1,['b'],Creature — Human Assassin,1174.200000000018,2.0514889141803407,2848,,1,1,True,False,False,2440
131,131,Salt and Pauper cube,Cali Cube Champ,49c37d70-799d-464a-972c-11a78ae31272,1632354626192,2021-09-22 23:50:26.192000+00:00,2019-06-14,Silumgar Scavenger,Silumgar Scavenger [mh1-107],Greg Staples,common,['B'],['B'],mh1,5,"['b', '4']",Creature — Zombie Bird,1186.3999999999733,1.5955224525665221,2215,,2,3,True,False,False,831
132,132,Salt and Pauper cube,Cali Cube Champ,e50f5505-fcbb-4a84-bcf6-950362d83201,1632354626192,2021-09-22 23:50:26.192000+00:00,2016-08-26,Sinuous Vermin,Sinuous Vermin [cn2-46],Jason Kang,common,['B'],['B'],cn2,2,"['b', '1']",Creature — Rat Horror,1177.699999999997,1.2151902381398296,1687,,2,2,True,False,False,1853
133,133,Salt and Pauper cube,Cali Cube Champ,73be7ed8-0221-4e87-ac65-a7eb8cb8f48d,1632354626192,2021-09-22 23:50:26.192000+00:00,2015-01-17,Sultai Emissary,Sultai Emissary [ugin-85],Mathias Kollros,common,['B'],['B'],ugin,2,"['b', '1']",Creature — Zombie Warrior,1132.3999999999414,1.788569864434616,2483,,1,1,True,False,False,2440
134,134,Salt and Pauper cube,Cali Cube Champ,2e4829c6-50d4-4602-af78-59249486a97c,1632354626192,2021-09-22 23:50:26.192000+00:00,2016-08-26,Thorn of the Black Rose,Thorn of the Black Rose [cn2-48],David Gaillet,common,['B'],['B'],cn2,4,"['b', '3']",Creature — Human Assassin,1348.1999999999423,3.7031968075144426,5141,,1,3,True,False,False,1853
135,135,Salt and Pauper cube,Cali Cube Champ,32af7061-fca6-4a06-be3c-01881e6b96f7,1632354626193,2021-09-22 23:50:26.193000+00:00,2021-07-23,Feign Death,Feign Death [afr-103],Maria Zolotukhina,common,['B'],['B'],afr,1,['b'],Instant,1175.9000000000515,1.4024750406984283,1947,,,,False,False,False,61
136,136,Salt and Pauper cube,Cali Cube Champ,5cd9297e-301e-4e70-af9b-3218eacacf8d,1680894113896,2023-04-07 19:01:53.896000+00:00,2005-02-04,Okiba-Gang Shinobi,Okiba-Gang Shinobi [bok-76],Mark Zug,common,['B'],['B'],bok,5,"['b', 'b', '3']",Creature — Rat Ninja,1236.199999999991,2.4462276518807715,3396,,3,2,True,False,False,6636
137,137,Salt and Pauper cube,Cali Cube Champ,966cfbfb-775c-474e-b26c-df26e909dea8,1632354626193,2021-09-22 23:50:26.193000+00:00,2014-06-06,Tragic Slip,Tragic Slip [cns-128],Christopher Moeller,common,['B'],['B'],cns,1,['b'],Instant,1283.49999999988,8.06909368562085,11202,,,,False,False,False,2665
138,138,Salt and Pauper cube,Cali Cube Champ,4490ce65-c73a-4809-abd1-ccc3175bd2a4,1632354626193,2021-09-22 23:50:26.193000+00:00,2011-09-30,Typhoid Rats,Typhoid Rats [isd-120],Kev Walker,common,['B'],['B'],isd,1,['b'],Creature — Rat,1276.100000000165,2.571564404362295,3570,,1,1,True,False,False,3645
139,139,Salt and Pauper cube,Cali Cube Champ,656127b7-21c4-40ce-8fff-5cc3d38398f8,1632354626194,2021-09-22 23:50:26.194000+00:00,2022-07-08,Unearth,Unearth [2x2-357],Jeff Miracola,common,['B'],['B'],2x2,1,['b'],Sorcery,1332.8999999999216,12.883753763704206,17886,,,,False,False,False,-289
140,140,Salt and Pauper cube,Cali Cube Champ,11a59a6f-6ef0-4acc-8358-a4e2cebdb7d5,1632354626194,2021-09-22 23:50:26.194000+00:00,2021-06-18,Loathsome Curator,Loathsome Curator [mh2-91],Mila Pesic,common,['B'],['B'],mh2,5,"['b', '4']",Creature — Gorgon Wizard,1252.5000000001332,1.1532421880627548,1601,,5,4,True,False,False,96
